timestamp,region,latitude,longitude,PSI,PM10,PM25,O3,NO2,CO,SO2
2024-04-22 16:02:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:02:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:02:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:02:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:03:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:03:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:03:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:03:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:03:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:06:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:06:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:06:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:06:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:06:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:11:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:11:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:11:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:11:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:11:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:12:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:12:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:12:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:12:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:12:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:13:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:13:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:13:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:13:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:13:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:22:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:22:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:22:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:22:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:22:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:23:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:23:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:23:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:23:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:23:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:32:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:32:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:32:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:32:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:32:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:33:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:33:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:33:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:33:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:33:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:42:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:42:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:42:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:42:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:42:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:43:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:43:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:43:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:43:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:43:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:52:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:52:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:52:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:52:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:52:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 16:53:00,west,1.35735,103.7,57,39,18,24,66,1,5
2024-04-22 16:53:00,east,1.35735,103.94,62,35,22,51,33,0,3
2024-04-22 16:53:00,central,1.35735,103.82,55,28,16,53,48,0,3
2024-04-22 16:53:00,south,1.29587,103.82,54,26,15,29,22,0,3
2024-04-22 16:53:00,north,1.41803,103.82,59,35,19,41,56,1,3
2024-04-22 17:02:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:02:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:02:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:02:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:02:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:03:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:03:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:03:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:03:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:03:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:12:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:12:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:12:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:12:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:12:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:13:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:13:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:13:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:13:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:13:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:22:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:22:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:22:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:22:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:22:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:23:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:23:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:23:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:23:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:23:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:32:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:32:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:32:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:32:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:32:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:33:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:33:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:33:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:33:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:33:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:42:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:42:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:42:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:42:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:42:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:43:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:43:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:43:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:43:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:43:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:52:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:52:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:52:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:52:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:52:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 17:53:00,west,1.35735,103.7,57,40,18,19,70,1,5
2024-04-22 17:53:00,east,1.35735,103.94,61,35,21,48,30,0,3
2024-04-22 17:53:00,central,1.35735,103.82,55,29,16,45,32,0,3
2024-04-22 17:53:00,south,1.29587,103.82,54,26,15,23,24,0,3
2024-04-22 17:53:00,north,1.41803,103.82,59,34,19,35,71,1,3
2024-04-22 18:02:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:02:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:02:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:02:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:02:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 18:03:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:03:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:03:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:03:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:03:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 18:12:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:12:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:12:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:12:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:12:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 18:13:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:13:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:13:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:13:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:13:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 18:23:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:23:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:23:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:23:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:23:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 18:33:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:33:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:33:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:33:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:33:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 18:43:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:43:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:43:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:43:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:43:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 18:53:00,west,1.35735,103.7,57,41,18,13,60,1,5
2024-04-22 18:53:00,east,1.35735,103.94,60,34,20,42,22,0,3
2024-04-22 18:53:00,central,1.35735,103.82,56,31,16,36,29,0,3
2024-04-22 18:53:00,south,1.29587,103.82,54,26,15,19,20,0,3
2024-04-22 18:53:00,north,1.41803,103.82,58,35,18,29,86,1,3
2024-04-22 19:03:00,west,1.35735,103.7,57,42,18,9,52,1,5
2024-04-22 19:03:00,east,1.35735,103.94,59,34,19,36,32,0,3
2024-04-22 19:03:00,central,1.35735,103.82,56,32,17,29,26,0,3
2024-04-22 19:03:00,south,1.29587,103.82,54,26,15,16,19,0,3
2024-04-22 19:03:00,north,1.41803,103.82,58,35,19,24,82,1,3
2024-04-22 19:13:00,west,1.35735,103.7,57,42,18,9,52,1,5
2024-04-22 19:13:00,east,1.35735,103.94,59,34,19,36,32,0,3
2024-04-22 19:13:00,central,1.35735,103.82,56,32,17,29,26,0,3
2024-04-22 19:13:00,south,1.29587,103.82,54,26,15,16,19,0,3
2024-04-22 19:13:00,north,1.41803,103.82,58,35,19,24,82,1,3
2024-04-22 19:23:00,west,1.35735,103.7,57,42,18,9,52,1,5
2024-04-22 19:23:00,east,1.35735,103.94,59,34,19,36,32,0,3
2024-04-22 19:23:00,central,1.35735,103.82,56,32,17,29,26,0,3
2024-04-22 19:23:00,south,1.29587,103.82,54,26,15,16,19,0,3
2024-04-22 19:23:00,north,1.41803,103.82,58,35,19,24,82,1,3
2024-04-22 19:33:00,west,1.35735,103.7,57,42,18,9,52,1,5
2024-04-22 19:33:00,east,1.35735,103.94,59,34,19,36,32,0,3
2024-04-22 19:33:00,central,1.35735,103.82,56,32,17,29,26,0,3
2024-04-22 19:33:00,south,1.29587,103.82,54,26,15,16,19,0,3
2024-04-22 19:33:00,north,1.41803,103.82,58,35,19,24,82,1,3
2024-04-22 19:43:00,west,1.35735,103.7,57,42,18,9,52,1,5
2024-04-22 19:43:00,east,1.35735,103.94,59,34,19,36,32,0,3
2024-04-22 19:43:00,central,1.35735,103.82,56,32,17,29,26,0,3
2024-04-22 19:43:00,south,1.29587,103.82,54,26,15,16,19,0,3
2024-04-22 19:43:00,north,1.41803,103.82,58,35,19,24,82,1,3
2024-04-22 19:53:00,west,1.35735,103.7,57,42,18,9,52,1,5
2024-04-22 19:53:00,east,1.35735,103.94,59,34,19,36,32,0,3
2024-04-22 19:53:00,central,1.35735,103.82,56,32,17,29,26,0,3
2024-04-22 19:53:00,south,1.29587,103.82,54,26,15,16,19,0,3
2024-04-22 19:53:00,north,1.41803,103.82,58,35,19,24,82,1,3
2024-04-22 20:03:00,west,1.35735,103.7,58,42,18,7,53,1,5
2024-04-22 20:03:00,east,1.35735,103.94,59,34,19,32,30,0,3
2024-04-22 20:03:00,central,1.35735,103.82,56,33,17,25,29,0,3
2024-04-22 20:03:00,south,1.29587,103.82,54,26,15,13,19,1,3
2024-04-22 20:03:00,north,1.41803,103.82,59,36,19,20,70,1,3
2024-04-22 20:13:00,west,1.35735,103.7,58,42,18,7,53,1,5
2024-04-22 20:13:00,east,1.35735,103.94,59,34,19,32,30,0,3
2024-04-22 20:13:00,central,1.35735,103.82,56,33,17,25,29,0,3
2024-04-22 20:13:00,south,1.29587,103.82,54,26,15,13,19,1,3
2024-04-22 20:13:00,north,1.41803,103.82,59,36,19,20,70,1,3
2024-04-22 20:23:00,west,1.35735,103.7,58,42,18,7,53,1,5
2024-04-22 20:23:00,east,1.35735,103.94,59,34,19,32,30,0,3
2024-04-22 20:23:00,central,1.35735,103.82,56,33,17,25,29,0,3
2024-04-22 20:23:00,south,1.29587,103.82,54,26,15,13,19,1,3
2024-04-22 20:23:00,north,1.41803,103.82,59,36,19,20,70,1,3
2024-04-22 20:33:00,west,1.35735,103.7,58,42,18,7,53,1,5
2024-04-22 20:33:00,east,1.35735,103.94,59,34,19,32,30,0,3
2024-04-22 20:33:00,central,1.35735,103.82,56,33,17,25,29,0,3
2024-04-22 20:33:00,south,1.29587,103.82,54,26,15,13,19,1,3
2024-04-22 20:33:00,north,1.41803,103.82,59,36,19,20,70,1,3
2024-04-22 20:43:00,west,1.35735,103.7,58,42,18,7,53,1,5
2024-04-22 20:43:00,east,1.35735,103.94,59,34,19,32,30,0,3
2024-04-22 20:43:00,central,1.35735,103.82,56,33,17,25,29,0,3
2024-04-22 20:43:00,south,1.29587,103.82,54,26,15,13,19,1,3
2024-04-22 20:43:00,north,1.41803,103.82,59,36,19,20,70,1,3
2024-04-22 20:53:00,west,1.35735,103.7,58,42,18,7,53,1,5
2024-04-22 20:53:00,east,1.35735,103.94,59,34,19,32,30,0,3
2024-04-22 20:53:00,central,1.35735,103.82,56,33,17,25,29,0,3
2024-04-22 20:53:00,south,1.29587,103.82,54,26,15,13,19,1,3
2024-04-22 20:53:00,north,1.41803,103.82,59,36,19,20,70,1,3
2024-04-22 21:03:00,west,1.35735,103.7,58,42,18,5,59,1,5
2024-04-22 21:03:00,east,1.35735,103.94,58,33,18,28,28,0,3
2024-04-22 21:03:00,central,1.35735,103.82,57,32,17,21,32,0,3
2024-04-22 21:03:00,south,1.29587,103.82,54,25,15,11,19,1,3
2024-04-22 21:03:00,north,1.41803,103.82,59,36,19,17,64,1,3
2024-04-22 21:13:00,west,1.35735,103.7,58,42,18,5,59,1,5
2024-04-22 21:13:00,east,1.35735,103.94,58,33,18,28,28,0,3
2024-04-22 21:13:00,central,1.35735,103.82,57,32,17,21,32,0,3
2024-04-22 21:13:00,south,1.29587,103.82,54,25,15,11,19,1,3
2024-04-22 21:13:00,north,1.41803,103.82,59,36,19,17,64,1,3
2024-04-22 21:23:00,west,1.35735,103.7,58,42,18,5,59,1,5
2024-04-22 21:23:00,east,1.35735,103.94,58,33,18,28,28,0,3
2024-04-22 21:23:00,central,1.35735,103.82,57,32,17,21,32,0,3
2024-04-22 21:23:00,south,1.29587,103.82,54,25,15,11,19,1,3
2024-04-22 21:23:00,north,1.41803,103.82,59,36,19,17,64,1,3
2024-04-22 21:33:00,west,1.35735,103.7,58,42,18,5,59,1,5
2024-04-22 21:33:00,east,1.35735,103.94,58,33,18,28,28,0,3
2024-04-22 21:33:00,central,1.35735,103.82,57,32,17,21,32,0,3
2024-04-22 21:33:00,south,1.29587,103.82,54,25,15,11,19,1,3
2024-04-22 21:33:00,north,1.41803,103.82,59,36,19,17,64,1,3
2024-04-22 21:43:00,west,1.35735,103.7,58,42,18,5,59,1,5
2024-04-22 21:43:00,east,1.35735,103.94,58,33,18,28,28,0,3
2024-04-22 21:43:00,central,1.35735,103.82,57,32,17,21,32,0,3
2024-04-22 21:43:00,south,1.29587,103.82,54,25,15,11,19,1,3
2024-04-22 21:43:00,north,1.41803,103.82,59,36,19,17,64,1,3
2024-04-22 21:53:00,west,1.35735,103.7,58,42,18,5,59,1,5
2024-04-22 21:53:00,east,1.35735,103.94,58,33,18,28,28,0,3
2024-04-22 21:53:00,central,1.35735,103.82,57,32,17,21,32,0,3
2024-04-22 21:53:00,south,1.29587,103.82,54,25,15,11,19,1,3
2024-04-22 21:53:00,north,1.41803,103.82,59,36,19,17,64,1,3
2024-04-22 22:03:00,west,1.35735,103.7,58,42,19,5,58,1,5
2024-04-22 22:03:00,east,1.35735,103.94,57,33,17,26,31,0,3
2024-04-22 22:03:00,central,1.35735,103.82,57,33,18,20,26,0,3
2024-04-22 22:03:00,south,1.29587,103.82,54,24,15,10,18,1,3
2024-04-22 22:03:00,north,1.41803,103.82,59,37,19,14,53,1,3
2024-04-22 22:13:00,west,1.35735,103.7,58,42,19,5,58,1,5
2024-04-22 22:13:00,east,1.35735,103.94,57,33,17,26,31,0,3
2024-04-22 22:13:00,central,1.35735,103.82,57,33,18,20,26,0,3
2024-04-22 22:13:00,south,1.29587,103.82,54,24,15,10,18,1,3
2024-04-22 22:13:00,north,1.41803,103.82,59,37,19,14,53,1,3
2024-04-22 22:23:00,west,1.35735,103.7,58,42,19,5,58,1,5
2024-04-22 22:23:00,east,1.35735,103.94,57,33,17,26,31,0,3
2024-04-22 22:23:00,central,1.35735,103.82,57,33,18,20,26,0,3
2024-04-22 22:23:00,south,1.29587,103.82,54,24,15,10,18,1,3
2024-04-22 22:23:00,north,1.41803,103.82,59,37,19,14,53,1,3
2024-04-22 22:33:00,west,1.35735,103.7,58,42,19,5,58,1,5
